epoch,accuracy,loss,val_accuracy,val_loss
0,0.4390143,290.0977647694082,0.4477117359638214,114.30211699914922
1,0.46339822,110.46867595189944,0.4191344082355499,82.28881046455527
2,0.47100848,56.185023560783684,0.46096500754356384,47.294039383613935
3,0.4803272,34.266082708769936,0.39531993865966797,34.68972952031625
4,0.48141438,19.54936585551736,0.4762890934944153,28.254517211013514
5,0.47178504,13.868185633629542,0.4133360981941223,14.684817706163587
6,0.47587493,8.631510830932731,0.400289922952652,10.264863531839826
7,0.46893767,5.848867871643322,0.42721059918403625,5.29503461435286
8,0.4829675,3.1139966856003993,0.5059018135070801,2.507102976183043
9,0.47737628,1.8864446741425243,0.46717748045921326,1.9126126240390406
10,0.46774694,1.394527822109601,0.46966245770454407,1.711502994259684
11,0.4796024,1.1957252465017243,0.476496160030365,1.7113458996703843
12,0.47986126,1.181629357660846,0.4860219359397888,1.7006766416933206
13,0.4875233,1.1330092028076542,0.46841996908187866,1.626940811339509
14,0.48959413,1.1243444236817384,0.4858148694038391,1.599856871431919
15,0.50905985,1.0837542249638488,0.5203976035118103,1.563580387841843
16,0.51579005,1.0698640331715425,0.5148063898086548,1.5721561573978091
17,0.51977634,1.061571171229906,0.46614205837249756,1.603737716300563
18,0.52878445,1.052694864538694,0.49492648243904114,1.586413008797907
19,0.5254711,1.052108241327309,0.47007662057876587,1.5673657792723927
